eventID,scientificName,occurrenceID,occurrenceStatus,reproductiveCondition,scientificNameID,scientificAuthorityName,individualCount,vernacularName,taxonRank,taxonomicStatus,sex,lifeStage,kingdom,phylum,class,order,family,genus,Preparations,occurrenceRemarks
IYS:GoA2019_Stn11:bongo:Net2:22001,Thysanoessa spinifera,IYS:GoA2019_Stn11:bongo:Net2:22001:zoop_occ-35,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22002,Thysanoessa spinifera,IYS:GoA2019_Stn11:bongo:Net2:22002:zoop_occ-36,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22003,Copepoda,IYS:GoA2019_Stn11:bongo:Net2:22003:zoop_occ-37,present,NA,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",1,NA,Subclass,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22004,Copepoda,IYS:GoA2019_Stn11:bongo:Net2:22004:zoop_occ-38,present,NA,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",1,NA,Subclass,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22005,Copepoda,IYS:GoA2019_Stn11:bongo:Net2:22005:zoop_occ-39,present,NA,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",1,NA,Subclass,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22006,Copepoda,IYS:GoA2019_Stn11:bongo:Net2:22006:zoop_occ-40,present,NA,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",1,NA,Subclass,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:22007,Copepoda,IYS:GoA2019_Stn11:bongo:Net2:22007:zoop_occ-41,present,NA,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",1,NA,Subclass,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S102,Euphausia pacifica,IYS:GoA2019_Stn11:bongo:Net2:S102:zoop_occ-42,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S103,Thysanoessa spinifera,IYS:GoA2019_Stn11:bongo:Net2:S103:zoop_occ-43,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S104,Thysanoessa spinifera,IYS:GoA2019_Stn11:bongo:Net2:S104:zoop_occ-44,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S105,Cyphocaris,IYS:GoA2019_Stn11:bongo:Net2:S105:zoop_occ-45,present,NA,urn:lsid:marinespecies.org:taxname:101603,"Boeck, 1871",1,NA,Genus,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S106,Neocalanus cristatus,IYS:GoA2019_Stn11:bongo:Net2:S106:zoop_occ-46,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S107,Euphausia pacifica,IYS:GoA2019_Stn11:bongo:Net2:S107:zoop_occ-47,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn11:bongo:Net2:S108,Neocalanus cristatus,IYS:GoA2019_Stn11:bongo:Net2:S108:zoop_occ-48,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn13:bongo:Net1:SS1,Neocalanus cristatus,IYS:GoA2019_Stn13:bongo:Net1:SS1:zoop_occ-49,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",5,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,formalin,NA
IYS:GoA2019_Stn13:bongo:Net1:SS2,Neocalanus cristatus,IYS:GoA2019_Stn13:bongo:Net1:SS2:zoop_occ-50,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",5,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,formalin,NA
IYS:GoA2019_Stn13:bongo:Net1:SS3,Eusergestes similis,IYS:GoA2019_Stn13:bongo:Net1:SS3:zoop_occ-51,present,NA,urn:lsid:marinespecies.org:taxname:514127,"(Hansen, 1903)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,formalin,NA
IYS:GoA2019_Stn13:bongo:Net1:SS4,Eusergestes similis,IYS:GoA2019_Stn13:bongo:Net1:SS4:zoop_occ-52,present,NA,urn:lsid:marinespecies.org:taxname:514127,"(Hansen, 1903)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,formalin,NA
IYS:GoA2019_Stn13:bongo:Net1:SS5,Thysanoessa spinifera,IYS:GoA2019_Stn13:bongo:Net1:SS5:zoop_occ-53,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",2,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,formalin,NA
IYS:GoA2019_Stn13:bongo:Net1:SS6,Eusergestes similis,IYS:GoA2019_Stn13:bongo:Net1:SS6:zoop_occ-54,present,NA,urn:lsid:marinespecies.org:taxname:514127,"(Hansen, 1903)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,formalin,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net1:SS15:zoop_occ-55,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,formalin,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net1:SS16:zoop_occ-56,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,formalin,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net1:SS17:zoop_occ-57,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,formalin,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net2:22008:zoop_occ-58,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net2:22009:zoop_occ-59,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net2:22010:zoop_occ-60,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net2:22011:zoop_occ-61,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,Euphausia pacifica,IYS:GoA2019_Stn14:bongo:Net2:SS7:zoop_occ-62,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,Euphausia pacifica,IYS:GoA2019_Stn14:bongo:Net2:SS8:zoop_occ-63,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,Euphausia pacifica,IYS:GoA2019_Stn14:bongo:Net2:SS9:zoop_occ-64,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,Munida quadrispina,IYS:GoA2019_Stn14:bongo:Net2:SS10:zoop_occ-65,present,NA,urn:lsid:marinespecies.org:taxname:392422,"Benedict, 1902",1,Squat lobster,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,Neocalanus cristatus,IYS:GoA2019_Stn14:bongo:Net2:SS11:zoop_occ-66,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,Thysanoessa spinifera,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-67,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,Thysanoessa spinifera,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-68,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,Sagittoidea,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,3,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,Siphonophorae,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,present,NA,urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",3,NA,Order,accepted,NA,"NA",Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:22012,Euphausia pacifica,IYS:GoA2019_Stn17:bongo:Net2:22012:zoop_occ-71,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:22013,Euphausia pacifica,IYS:GoA2019_Stn17:bongo:Net2:22013:zoop_occ-72,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:22014,Euphausia pacifica,IYS:GoA2019_Stn17:bongo:Net2:22014:zoop_occ-73,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:22015,Euphausia pacifica,IYS:GoA2019_Stn17:bongo:Net2:22015:zoop_occ-74,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:22016,Neocalanus cristatus,IYS:GoA2019_Stn17:bongo:Net2:22016:zoop_occ-75,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",1,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:SS18,Neocalanus cristatus,IYS:GoA2019_Stn17:bongo:Net2:SS18:zoop_occ-76,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:SS19,Neocalanus cristatus,IYS:GoA2019_Stn17:bongo:Net2:SS19:zoop_occ-77,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",3,NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
