eventID,scientificName,scientificNameID,occurrenceStatus,sex,lifeStage,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,occurrenceID
npmsdd-44-2693-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2693-p
npmsdd-44-2693-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2693-pr1
npmsdd-44-2693-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2693-pr2
npmsdd-44-2694-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2694-p
npmsdd-44-2694-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2694-pr1
npmsdd-44-2694-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2694-pr2
npmsdd-44-2695-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2695-p
npmsdd-44-2695-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2695-pr1
npmsdd-44-2695-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2695-pr2
npmsdd-44-2696-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2696-p
npmsdd-44-2696-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2696-pr1
npmsdd-44-2696-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2696-pr2
npmsdd-44-2696-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2696-pr3
npmsdd-44-2697-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2697-p
npmsdd-44-2697-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2697-pr1
npmsdd-44-2697-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2697-pr2
npmsdd-44-2698-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2698-p
npmsdd-44-2698-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2698-pr1
npmsdd-44-2699-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2699-p
npmsdd-44-2699-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2699-pr1
npmsdd-44-2699-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2699-pr2
npmsdd-44-2699-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2699-pr3
npmsdd-44-2699-pr4,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2699-pr4
npmsdd-44-2700-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2700-p
npmsdd-44-2700-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2700-pr1
npmsdd-44-2701-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2701-p
npmsdd-44-2701-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2701-pr1
npmsdd-44-2702-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2702-p
npmsdd-44-2702-pr1,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2702-pr1
npmsdd-44-2702-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2702-pr2
npmsdd-44-2703-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2703-p
npmsdd-44-2703-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2703-pr1
npmsdd-44-2704-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2704-p
npmsdd-44-2704-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2704-pr1
npmsdd-44-2705-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2705-p
npmsdd-44-2705-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2705-pr1
npmsdd-44-2705-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2705-pr2
npmsdd-44-2706-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2706-p
npmsdd-44-2706-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2706-pr1
npmsdd-44-2707-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2707-p
npmsdd-44-2707-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2707-pr1
npmsdd-44-2707-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2707-pr2
npmsdd-44-2708-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2708-p
npmsdd-44-2708-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2708-pr1
npmsdd-44-2708-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2708-pr2
npmsdd-44-2709-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2709-p
npmsdd-44-2709-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2709-pr1
npmsdd-44-2710-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2710-p
npmsdd-44-2710-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2710-pr1
npmsdd-44-2711-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2711-p
npmsdd-44-2711-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2711-pr1
npmsdd-44-2711-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2711-pr2
npmsdd-44-2711-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2711-pr3
npmsdd-44-2712-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2712-p
npmsdd-44-2712-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2712-pr1
npmsdd-44-2713-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2713-p
npmsdd-44-2713-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2713-pr1
npmsdd-44-2713-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2713-pr2
npmsdd-44-2714-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2714-p
npmsdd-44-2714-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2714-pr1
npmsdd-44-2715-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2715-p
npmsdd-44-2715-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2715-pr1
npmsdd-44-2715-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2715-pr2
npmsdd-44-2716-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2716-p
npmsdd-44-2716-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2716-pr1
npmsdd-44-2716-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2716-pr2
npmsdd-44-2717-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2717-p
npmsdd-44-2717-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2717-pr1
npmsdd-44-2717-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2717-pr2
npmsdd-44-2718-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2718-p
npmsdd-44-2718-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2718-pr1
npmsdd-44-2718-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2718-pr2
npmsdd-44-2719-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2719-p
npmsdd-44-2719-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2719-pr1
npmsdd-44-2719-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2719-pr2
npmsdd-44-2720-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2720-p
npmsdd-44-2720-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2720-pr1
npmsdd-44-2721-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2721-p
npmsdd-44-2721-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2721-pr1
npmsdd-44-2722-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2722-p
npmsdd-44-2722-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2722-pr1
npmsdd-44-2722-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2722-pr2
npmsdd-44-2722-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2722-pr3
npmsdd-44-2723-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2723-p
npmsdd-44-2723-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2723-pr1
npmsdd-44-2723-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2723-pr2
npmsdd-44-2723-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2723-pr3
npmsdd-44-2724-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2724-p
npmsdd-44-2724-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2724-pr1
npmsdd-44-2725-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2725-p
npmsdd-44-2725-pr1,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2725-pr1
npmsdd-44-2726-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2726-p
npmsdd-44-2726-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2726-pr1
npmsdd-44-2727-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2727-p
npmsdd-44-2727-pr1,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2727-pr1
npmsdd-44-2728-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2728-p
npmsdd-44-2728-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2728-pr1
npmsdd-44-2729-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2729-p
npmsdd-44-2729-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2729-pr1
npmsdd-44-2729-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2729-pr2
npmsdd-44-2729-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2729-pr3
npmsdd-44-2730-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2730-p
npmsdd-44-2730-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2730-pr1
npmsdd-44-2731-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,immature,PreservedSpecimen, , , , ,npmsdd-44-2731-p
npmsdd-44-2731-pr1,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2731-pr1
npmsdd-44-2732-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-2732-p
npmsdd-44-2732-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2732-pr1
npmsdd-44-2732-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2732-pr2
npmsdd-44-2732-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2732-pr3
npmsdd-44-2733-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2733-p
npmsdd-44-2733-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2733-pr1
npmsdd-44-2733-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2733-pr2
npmsdd-44-2733-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2733-pr3
npmsdd-44-2733-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2733-pr4
npmsdd-44-2734-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2734-p
npmsdd-44-2734-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2734-pr1
npmsdd-44-2734-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2734-pr2
npmsdd-44-2734-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2734-pr3
npmsdd-44-2734-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2734-pr4
npmsdd-44-2735-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2735-p
npmsdd-44-2735-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2735-pr1
npmsdd-44-2735-pr2,Brachyura,urn:lsid:marinespecies.org:taxname:106673,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2735-pr2
npmsdd-44-2735-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2735-pr3
npmsdd-44-2735-pr4,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2735-pr4
npmsdd-44-2735-pr5,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2735-pr5
npmsdd-44-2736-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2736-p
npmsdd-44-2736-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2736-pr1
npmsdd-44-2736-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2736-pr2
npmsdd-44-2736-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2736-pr3
npmsdd-44-2737-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2737-p
npmsdd-44-2737-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2737-pr1
npmsdd-44-2737-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2737-pr2
npmsdd-44-2737-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2737-pr3
npmsdd-44-2738-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2738-p
npmsdd-44-2738-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2738-pr1
npmsdd-44-2738-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2738-pr2
npmsdd-44-2738-pr3,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2738-pr3
npmsdd-44-2739-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2739-p
npmsdd-44-2739-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2739-pr1
npmsdd-44-2739-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2739-pr2
npmsdd-44-2739-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2739-pr3
npmsdd-44-2740-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2740-p
npmsdd-44-2740-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2740-pr1
npmsdd-44-2740-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2740-pr2
npmsdd-44-2740-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2740-pr3
npmsdd-44-2741-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2741-p
npmsdd-44-2741-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2741-pr1
npmsdd-44-2741-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2741-pr2
npmsdd-44-2741-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2741-pr3
npmsdd-44-2742-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2742-p
npmsdd-44-2742-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2742-pr1
npmsdd-44-2742-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2742-pr2
npmsdd-44-2743-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2743-p
npmsdd-44-2743-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2743-pr1
npmsdd-44-2744-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2744-p
npmsdd-44-2744-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2744-pr1
npmsdd-44-2745-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2745-p
npmsdd-44-2745-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2745-pr1
npmsdd-44-2745-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2745-pr2
npmsdd-44-2745-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2745-pr3
npmsdd-44-2745-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2745-pr4
npmsdd-44-2746-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2746-p
npmsdd-44-2746-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2746-pr1
npmsdd-44-2746-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2746-pr2
npmsdd-44-2746-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2746-pr3
npmsdd-44-2746-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2746-pr4
npmsdd-44-2747-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2747-p
npmsdd-44-2747-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2747-pr1
npmsdd-44-2747-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2747-pr2
npmsdd-44-2747-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2747-pr3
npmsdd-44-2747-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2747-pr4
npmsdd-44-2748-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2748-p
