eventID,scientificName,scientificNameID,occurrenceStatus,sex,lifeStage,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,occurrenceID
npmsdd-44-1888-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1888-p
npmsdd-44-1888-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1888-pr1
npmsdd-44-1889-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1889-p
npmsdd-44-1889-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1889-pr1
npmsdd-44-1890-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1890-p
npmsdd-44-1890-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1890-pr1
npmsdd-44-1890-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1890-pr2
npmsdd-44-1890-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1890-pr3
npmsdd-44-1891-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1891-p
npmsdd-44-1891-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1891-pr1
npmsdd-44-1891-pr2,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1891-pr2
npmsdd-44-1892-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1892-p
npmsdd-44-1892-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1892-pr1
npmsdd-44-1893-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1893-p
npmsdd-44-1893-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1893-pr1
npmsdd-44-1893-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1893-pr2
npmsdd-44-1893-pr3,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1893-pr3
npmsdd-44-1894-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1894-p
npmsdd-44-1894-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1894-pr1
npmsdd-44-1895-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1895-p
npmsdd-44-1895-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1895-pr1
npmsdd-44-1895-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1895-pr2
npmsdd-44-1895-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1895-pr3
npmsdd-44-1896-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1896-p
npmsdd-44-1896-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1896-pr1
npmsdd-44-1896-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1896-pr2
npmsdd-44-1897-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1897-p
npmsdd-44-1897-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1897-pr1
npmsdd-44-1897-pr2,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1897-pr2
npmsdd-44-1898-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1898-p
npmsdd-44-1898-pr1,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1898-pr1
npmsdd-44-1898-pr2,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1898-pr2
npmsdd-44-1899-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1899-p
npmsdd-44-1899-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1899-pr1
npmsdd-44-1899-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1899-pr2
npmsdd-44-1900-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1900-p
npmsdd-44-1900-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1900-pr1
npmsdd-44-1900-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1900-pr2
npmsdd-44-1900-pr3,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1900-pr3
npmsdd-44-1901-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1901-p
npmsdd-44-1901-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr1
npmsdd-44-1901-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr2
npmsdd-44-1901-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr3
npmsdd-44-1901-pr4,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr4
npmsdd-44-1901-pr5,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr5
npmsdd-44-1901-pr6,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1901-pr6
npmsdd-44-1902-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1902-p
npmsdd-44-1902-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1902-pr1
npmsdd-44-1902-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1902-pr2
npmsdd-44-1902-pr3,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1902-pr3
npmsdd-44-1902-pr4,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1902-pr4
npmsdd-44-1903-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1903-p
npmsdd-44-1903-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1903-pr1
npmsdd-44-1903-pr2,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1903-pr2
npmsdd-44-1904-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1904-p
npmsdd-44-1904-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1904-pr1
npmsdd-44-1904-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1904-pr2
npmsdd-44-1904-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1904-pr3
npmsdd-44-1904-pr4,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1904-pr4
npmsdd-44-1905-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1905-p
npmsdd-44-1905-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1905-pr1
npmsdd-44-1905-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1905-pr2
npmsdd-44-1905-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1905-pr3
npmsdd-44-1906-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1906-p
npmsdd-44-1906-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1906-pr1
npmsdd-44-1906-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1906-pr2
npmsdd-44-1906-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1906-pr3
npmsdd-44-1907-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1907-p
npmsdd-44-1907-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1907-pr1
npmsdd-44-1907-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1907-pr2
npmsdd-44-1907-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1907-pr3
npmsdd-44-1907-pr4,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1907-pr4
npmsdd-44-1908-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1908-p
npmsdd-44-1908-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1908-pr1
npmsdd-44-1908-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1908-pr2
npmsdd-44-1908-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1908-pr3
npmsdd-44-1909-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1909-p
npmsdd-44-1909-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1909-pr1
npmsdd-44-1909-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1909-pr2
npmsdd-44-1909-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1909-pr3
npmsdd-44-1910-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1910-p
npmsdd-44-1910-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1910-pr1
npmsdd-44-1910-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1910-pr2
npmsdd-44-1910-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1910-pr3
npmsdd-44-1910-pr4,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1910-pr4
npmsdd-44-1911-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1911-p
npmsdd-44-1911-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1911-pr1
npmsdd-44-1911-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1911-pr2
npmsdd-44-1911-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1911-pr3
npmsdd-44-1912-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1912-p
npmsdd-44-1912-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1912-pr1
npmsdd-44-1912-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1912-pr2
npmsdd-44-1912-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1912-pr3
npmsdd-44-1913-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1913-p
npmsdd-44-1913-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1913-pr1
npmsdd-44-1913-pr2,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1913-pr2
npmsdd-44-1914-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1914-p
npmsdd-44-1914-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1914-pr1
npmsdd-44-1915-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1915-p
npmsdd-44-1915-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1915-pr1
npmsdd-44-1916-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1916-p
npmsdd-44-1916-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1916-pr1
npmsdd-44-1916-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1916-pr2
npmsdd-44-1916-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1916-pr3
npmsdd-44-1917-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1917-p
npmsdd-44-1917-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1917-pr1
npmsdd-44-1917-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1917-pr2
npmsdd-44-1917-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1917-pr3
npmsdd-44-1918-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1918-p
npmsdd-44-1918-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1918-pr1
npmsdd-44-1919-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1919-p
npmsdd-44-1919-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1919-pr1
npmsdd-44-1919-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1919-pr2
npmsdd-44-1919-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1919-pr3
npmsdd-44-1920-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1920-p
npmsdd-44-1920-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1920-pr1
npmsdd-44-1921-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1921-p
npmsdd-44-1921-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1921-pr1
npmsdd-44-1921-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1921-pr2
npmsdd-44-1921-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1921-pr3
npmsdd-44-1922-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1922-p
npmsdd-44-1922-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1922-pr1
npmsdd-44-1922-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1922-pr2
npmsdd-44-1923-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,immature,PreservedSpecimen, , , , ,npmsdd-44-1923-p
npmsdd-44-1923-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1923-pr1
npmsdd-44-1923-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1923-pr2
npmsdd-44-1923-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1923-pr3
npmsdd-44-1924-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1924-p
npmsdd-44-1924-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1924-pr1
npmsdd-44-1924-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1924-pr2
npmsdd-44-1924-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1924-pr3
npmsdd-44-1925-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1925-p
npmsdd-44-1925-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1925-pr1
npmsdd-44-1925-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1925-pr2
npmsdd-44-1925-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1925-pr3
npmsdd-44-1926-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1926-p
npmsdd-44-1926-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1926-pr1
npmsdd-44-1926-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1926-pr2
npmsdd-44-1927-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1927-p
npmsdd-44-1927-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1927-pr1
npmsdd-44-1927-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1927-pr2
npmsdd-44-1927-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1927-pr3
npmsdd-44-1927-pr4,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1927-pr4
npmsdd-44-1928-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1928-p
npmsdd-44-1928-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1928-pr1
npmsdd-44-1928-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1928-pr2
npmsdd-44-1928-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1928-pr3
npmsdd-44-1928-pr4,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1928-pr4
npmsdd-44-1929-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1929-p
npmsdd-44-1929-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1929-pr1
npmsdd-44-1929-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1929-pr2
npmsdd-44-1930-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1930-p
npmsdd-44-1930-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1930-pr1
npmsdd-44-1931-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1931-p
npmsdd-44-1931-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1931-pr1
npmsdd-44-1932-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1932-p
npmsdd-44-1932-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1932-pr1
npmsdd-44-1932-pr2,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1932-pr2
npmsdd-44-1933-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1933-p
npmsdd-44-1933-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1933-pr1
npmsdd-44-1933-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1933-pr2
npmsdd-44-1933-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1933-pr3
npmsdd-44-1934-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1934-p
npmsdd-44-1934-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1934-pr1
npmsdd-44-1934-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1934-pr2
npmsdd-44-1934-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1934-pr3
npmsdd-44-1935-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1935-p
