eventID,eventDate,year,month,decimalLatitude,decimalLongitude,footprintWKT,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,type,geodeticDatum,samplingProtocol,scientificName,scientificNameID,occurrenceStatus,occurrenceID,kingdom,phylum,class,order,sex,lifeStage,organismQuantity,organismQuantityType,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,associatedTaxa
npmsdd-44-1833,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1833-p,NA,NA,NA,NA,female,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1833,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-44-1833-pr1,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1833-p
npmsdd-44-1834,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1834-p,NA,NA,NA,NA,female,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1834,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1834-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1834-p
npmsdd-44-1834,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1834-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1834-p
npmsdd-44-1835,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1835-p,NA,NA,NA,NA,female,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1835,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,npmsdd-44-1835-pr1,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1835-p
npmsdd-44-1836,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1836-p,NA,NA,NA,NA,male,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1836,1959-05-18,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1836-pr1,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1836-p
npmsdd-44-1837,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1837-p,NA,NA,NA,NA,female,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1837,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1837-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1837-p
npmsdd-44-1837,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,npmsdd-44-1837-pr2,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1837-p
npmsdd-44-1837,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1837-pr3,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1837-p
npmsdd-44-1838,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1838-p,NA,NA,NA,NA,male,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1838,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1838-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1838-p
npmsdd-44-1838,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,npmsdd-44-1838-pr2,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1838-p
npmsdd-44-1839,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1839-p,NA,NA,NA,NA,unspecified,NA,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1839,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1839-pr1,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1839-p
npmsdd-44-1840,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1840-p,NA,NA,NA,NA,male,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1840,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1840-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1840-p
npmsdd-44-1840,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1840-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1840-p
npmsdd-44-1841,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1841-p,NA,NA,NA,NA,male,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1841,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-44-1841-pr1,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1841-p
npmsdd-44-1841,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1841-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1841-p
npmsdd-44-1842,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1842-p,NA,NA,NA,NA,female,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1842,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-44-1842-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1842-p
npmsdd-44-1842,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1842-pr2,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1842-p
npmsdd-44-1842,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,npmsdd-44-1842-pr3,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1842-p
npmsdd-44-1842,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1842-pr4,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1842-p
npmsdd-44-1843,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1843-p,NA,NA,NA,NA,female,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1843,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1843-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1843-p
npmsdd-44-1844,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1844-p,NA,NA,NA,NA,male,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1844,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1844-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1844-p
npmsdd-44-1844,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1844-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1844-p
npmsdd-44-1845,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1845-p,NA,NA,NA,NA,male,mature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1845,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1845-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1845-p
npmsdd-44-1846,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1846-p,NA,NA,NA,NA,female,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1846,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1846-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1846-p
npmsdd-44-1846,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1846-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1846-p
npmsdd-44-1847,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1847-p,NA,NA,NA,NA,male,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1847,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,npmsdd-44-1847-pr1,Animalia,Chordata,Actinopterygii,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1847-p
npmsdd-44-1848,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,npmsdd-44-1848-p,NA,NA,NA,NA,female,immature,1,individuals,PreservedSpecimen, , , , ,
npmsdd-44-1848,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,npmsdd-44-1848-pr1,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1848-p
npmsdd-44-1848,1959-05-19,1959,5,50,-145,POINT (-145 50),0,0,70,Event,EPSG:4326, ,Miscellaneous, ,present,npmsdd-44-1848-pr2,NA,NA,NA,NA,NA,NA,NA,NA,PreservedSpecimen, , , , ,prey of: npmsdd-44-1848-p
