occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementMethod
IYS:GoA2020_Stn34:trawl:sample:4787:occ-4787,IYS:GoA2020_Stn34:trawl:sample:4787:occ-4787-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4788:occ-4788,IYS:GoA2020_Stn34:trawl:sample:4788:occ-4788-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,56,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4789:occ-4789,IYS:GoA2020_Stn34:trawl:sample:4789:occ-4789-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4790:occ-4790,IYS:GoA2020_Stn34:trawl:sample:4790:occ-4790-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4791:occ-4791,IYS:GoA2020_Stn34:trawl:sample:4791:occ-4791-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,59,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4792:occ-4792,IYS:GoA2020_Stn34:trawl:sample:4792:occ-4792-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4793:occ-4793,IYS:GoA2020_Stn34:trawl:sample:4793:occ-4793-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4794:occ-4794,IYS:GoA2020_Stn34:trawl:sample:4794:occ-4794-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4795:occ-4795,IYS:GoA2020_Stn34:trawl:sample:4795:occ-4795-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4796:occ-4796,IYS:GoA2020_Stn34:trawl:sample:4796:occ-4796-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4797:occ-4797,IYS:GoA2020_Stn34:trawl:sample:4797:occ-4797-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4798:occ-4798,IYS:GoA2020_Stn34:trawl:sample:4798:occ-4798-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4799:occ-4799,IYS:GoA2020_Stn34:trawl:sample:4799:occ-4799-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4800:occ-4800,IYS:GoA2020_Stn34:trawl:sample:4800:occ-4800-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4801:occ-4801,IYS:GoA2020_Stn34:trawl:sample:4801:occ-4801-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4802:occ-4802,IYS:GoA2020_Stn34:trawl:sample:4802:occ-4802-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4803:occ-4803,IYS:GoA2020_Stn34:trawl:sample:4803:occ-4803-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4804:occ-4804,IYS:GoA2020_Stn34:trawl:sample:4804:occ-4804-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,61,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4805:occ-4805,IYS:GoA2020_Stn34:trawl:sample:4805:occ-4805-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4806:occ-4806,IYS:GoA2020_Stn34:trawl:sample:4806:occ-4806-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4807:occ-4807,IYS:GoA2020_Stn34:trawl:sample:4807:occ-4807-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4808:occ-4808,IYS:GoA2020_Stn34:trawl:sample:4808:occ-4808-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,24,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4809:occ-4809,IYS:GoA2020_Stn34:trawl:sample:4809:occ-4809-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,24,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4810:occ-4810,IYS:GoA2020_Stn34:trawl:sample:4810:occ-4810-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,65,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4811:occ-4811,IYS:GoA2020_Stn34:trawl:sample:4811:occ-4811-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4812:occ-4812,IYS:GoA2020_Stn34:trawl:sample:4812:occ-4812-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,69,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4813:occ-4813,IYS:GoA2020_Stn34:trawl:sample:4813:occ-4813-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,67,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4814:occ-4814,IYS:GoA2020_Stn34:trawl:sample:4814:occ-4814-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,61,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4815:occ-4815,IYS:GoA2020_Stn34:trawl:sample:4815:occ-4815-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4816:occ-4816,IYS:GoA2020_Stn34:trawl:sample:4816:occ-4816-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4817:occ-4817,IYS:GoA2020_Stn34:trawl:sample:4817:occ-4817-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4818:occ-4818,IYS:GoA2020_Stn34:trawl:sample:4818:occ-4818-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4819:occ-4819,IYS:GoA2020_Stn34:trawl:sample:4819:occ-4819-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,68,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4820:occ-4820,IYS:GoA2020_Stn34:trawl:sample:4820:occ-4820-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,58,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4821:occ-4821,IYS:GoA2020_Stn34:trawl:sample:4821:occ-4821-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,61,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4822:occ-4822,IYS:GoA2020_Stn34:trawl:sample:4822:occ-4822-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4823:occ-4823,IYS:GoA2020_Stn34:trawl:sample:4823:occ-4823-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4824:occ-4824,IYS:GoA2020_Stn34:trawl:sample:4824:occ-4824-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4825:occ-4825,IYS:GoA2020_Stn34:trawl:sample:4825:occ-4825-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4826:occ-4826,IYS:GoA2020_Stn34:trawl:sample:4826:occ-4826-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4827:occ-4827,IYS:GoA2020_Stn34:trawl:sample:4827:occ-4827-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4828:occ-4828,IYS:GoA2020_Stn34:trawl:sample:4828:occ-4828-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4829:occ-4829,IYS:GoA2020_Stn34:trawl:sample:4829:occ-4829-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,61,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4830:occ-4830,IYS:GoA2020_Stn34:trawl:sample:4830:occ-4830-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,58,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4831:occ-4831,IYS:GoA2020_Stn34:trawl:sample:4831:occ-4831-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4832:occ-4832,IYS:GoA2020_Stn34:trawl:sample:4832:occ-4832-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4833:occ-4833,IYS:GoA2020_Stn34:trawl:sample:4833:occ-4833-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4834:occ-4834,IYS:GoA2020_Stn34:trawl:sample:4834:occ-4834-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4835:occ-4835,IYS:GoA2020_Stn34:trawl:sample:4835:occ-4835-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4836:occ-4836,IYS:GoA2020_Stn34:trawl:sample:4836:occ-4836-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,39,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4837:occ-4837,IYS:GoA2020_Stn34:trawl:sample:4837:occ-4837-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4838:occ-4838,IYS:GoA2020_Stn34:trawl:sample:4838:occ-4838-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4839:occ-4839,IYS:GoA2020_Stn34:trawl:sample:4839:occ-4839-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4840:occ-4840,IYS:GoA2020_Stn34:trawl:sample:4840:occ-4840-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4841:occ-4841,IYS:GoA2020_Stn34:trawl:sample:4841:occ-4841-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4842:occ-4842,IYS:GoA2020_Stn34:trawl:sample:4842:occ-4842-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,68,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4843:occ-4843,IYS:GoA2020_Stn34:trawl:sample:4843:occ-4843-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,54,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4844:occ-4844,IYS:GoA2020_Stn34:trawl:sample:4844:occ-4844-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4845:occ-4845,IYS:GoA2020_Stn34:trawl:sample:4845:occ-4845-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4846:occ-4846,IYS:GoA2020_Stn34:trawl:sample:4846:occ-4846-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,37,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4847:occ-4847,IYS:GoA2020_Stn34:trawl:sample:4847:occ-4847-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4848:occ-4848,IYS:GoA2020_Stn34:trawl:sample:4848:occ-4848-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4849:occ-4849,IYS:GoA2020_Stn34:trawl:sample:4849:occ-4849-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,37,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4850:occ-4850,IYS:GoA2020_Stn34:trawl:sample:4850:occ-4850-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4851:occ-4851,IYS:GoA2020_Stn34:trawl:sample:4851:occ-4851-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4852:occ-4852,IYS:GoA2020_Stn34:trawl:sample:4852:occ-4852-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,54,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4853:occ-4853,IYS:GoA2020_Stn34:trawl:sample:4853:occ-4853-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4854:occ-4854,IYS:GoA2020_Stn34:trawl:sample:4854:occ-4854-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn34:trawl:sample:4855:occ-4855,IYS:GoA2020_Stn34:trawl:sample:4855:occ-4855-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4856:occ-4856,IYS:GoA2020_Stn36:trawl:sample:4856:occ-4856-mantle_length,Mantle length, ,94,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4857:occ-4857,IYS:GoA2020_Stn36:trawl:sample:4857:occ-4857-mantle_length,Mantle length, ,73,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4858:occ-4858,IYS:GoA2020_Stn36:trawl:sample:4858:occ-4858-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,446,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859,IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859-fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,482,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859,IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,456,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859,IYS:GoA2020_Stn36:trawl:sample:4859:occ-4859-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,917,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4860:occ-4860,IYS:GoA2020_Stn36:trawl:sample:4860:occ-4860-mantle_length,Mantle length, ,182,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4861:occ-4861,IYS:GoA2020_Stn36:trawl:sample:4861:occ-4861-mantle_length,Mantle length, ,215,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4862:occ-4862,IYS:GoA2020_Stn36:trawl:sample:4862:occ-4862-mantle_length,Mantle length, ,235,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4863:occ-4863,IYS:GoA2020_Stn36:trawl:sample:4863:occ-4863-mantle_length,Mantle length, ,215,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn36:trawl:sample:4864:occ-4864,IYS:GoA2020_Stn36:trawl:sample:4864:occ-4864-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,220,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4864:occ-4864,IYS:GoA2020_Stn36:trawl:sample:4864:occ-4864-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,551,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4865:occ-4865,IYS:GoA2020_Stn36:trawl:sample:4865:occ-4865-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,460,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4865:occ-4865,IYS:GoA2020_Stn36:trawl:sample:4865:occ-4865-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3900,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4866:occ-4866,IYS:GoA2020_Stn36:trawl:sample:4866:occ-4866-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,290,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4866:occ-4866,IYS:GoA2020_Stn36:trawl:sample:4866:occ-4866-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1300,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4867:occ-4867,IYS:GoA2020_Stn36:trawl:sample:4867:occ-4867-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,230,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4867:occ-4867,IYS:GoA2020_Stn36:trawl:sample:4867:occ-4867-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,485,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
IYS:GoA2020_Stn36:trawl:sample:4868:occ-4868,IYS:GoA2020_Stn36:trawl:sample:4868:occ-4868-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4869:occ-4869,IYS:GoA2020_Stn36:trawl:sample:4869:occ-4869-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,69,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4870:occ-4870,IYS:GoA2020_Stn36:trawl:sample:4870:occ-4870-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4871:occ-4871,IYS:GoA2020_Stn36:trawl:sample:4871:occ-4871-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,31,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4872:occ-4872,IYS:GoA2020_Stn36:trawl:sample:4872:occ-4872-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,70,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4873:occ-4873,IYS:GoA2020_Stn36:trawl:sample:4873:occ-4873-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4874:occ-4874,IYS:GoA2020_Stn36:trawl:sample:4874:occ-4874-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,44,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4875:occ-4875,IYS:GoA2020_Stn36:trawl:sample:4875:occ-4875-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn36:trawl:sample:4876:occ-4876,IYS:GoA2020_Stn36:trawl:sample:4876:occ-4876-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
