eventID,occurrenceID,occurrenceStatus,organismQuantity,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,lifeStage
IYS:GoA2020_Stn24:trawl,IYS:GoA2020_Stn24:trawl:occ:184,present,NA,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn24:trawl,IYS:GoA2020_Stn24:trawl:occ:185,present,3,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:186,present,500,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:187,present,7,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:188,present,22,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:189,present,14,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:190,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:191,present,32,Sebastes,urn:lsid:marinespecies.org:taxname:126175,"Cuvier, 1829",accepted,Genus,154407,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,larvae
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25:trawl:occ:192,present,2,Sebastes melanops,urn:lsid:marinespecies.org:taxname:274817,"Girard, 1856",accepted,Species,126175,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:193,present,4,Hyperia,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:194,present,4,Hyperia,urn:lsid:marinespecies.org:taxname:835292,"Gistel, 1848",unaccepted,Genus,411906,Animalia,Mollusca,Gastropoda,Pteropoda,Cuvierinidae,Hyperia,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:195,present,8,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:196,present,3,Sebastes,urn:lsid:marinespecies.org:taxname:126175,"Cuvier, 1829",accepted,Genus,154407,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,larvae
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:197,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:198,present,4,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:199,present,239,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:200,present,3,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:201,present,1,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:202,present,1000,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:203,present,145,Pasiphaea pacifica,urn:lsid:marinespecies.org:taxname:514245,"Rathbun, 1902",accepted,Species,107052,Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26:trawl:occ:204,present,6,Dosidicus gigas,urn:lsid:marinespecies.org:taxname:342291,"(d'Orbigny [in 1834-1847], 1835)",accepted,Species,341417,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,juvenile
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:205,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:206,present,10,Citharichthys stigmaeus,urn:lsid:marinespecies.org:taxname:275696,"Jordan & Gilbert, 1882",accepted,Species,158786,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,larvae
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:207,present,1000,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:208,present,10,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:209,present,40,Sebastes,urn:lsid:marinespecies.org:taxname:126175,"Cuvier, 1829",accepted,Genus,154407,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,larvae
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27:trawl:occ:210,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:211,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:212,present,13,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,135261,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:213,present,23,Citharichthys stigmaeus,urn:lsid:marinespecies.org:taxname:275696,"Jordan & Gilbert, 1882",accepted,Species,158786,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,larvae
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:214,present,1,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:215,present,123,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:216,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:217,present,114,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:218,present,1066,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28:trawl:occ:219,present,691,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29:trawl:occ:220,present,1,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29:trawl:occ:221,present,1,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,135261,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29:trawl:occ:222,present,4,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29:trawl:occ:223,present,1,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,egg
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29:trawl:occ:224,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:225,present,1,Anotopterus nikparini,urn:lsid:marinespecies.org:taxname:272040,"Kukuev, 1998",accepted,Species,125662,Animalia,Chordata,Actinopterygii,Aulopiformes,Anotopteridae,Anotopterus,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:226,present,18,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:227,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:228,present,1,Sebastes melanops,urn:lsid:marinespecies.org:taxname:274817,"Girard, 1856",accepted,Species,126175,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:229,present,NA,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,NA
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30:trawl:occ:230,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:231,present,3,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:232,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:233,present,14,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:234,present,9,Citharichthys stigmaeus,urn:lsid:marinespecies.org:taxname:275696,"Jordan & Gilbert, 1882",accepted,Species,158786,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,larvae
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:235,present,9,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:236,present,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",accepted,Family,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:237,present,156,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:238,present,1,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:239,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:240,present,4,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:241,present,2,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,egg
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:242,present,105,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31:trawl:occ:243,present,329,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:244,present,1,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:245,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:246,present,NA,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:247,present,1,Citharichthys sordidus,urn:lsid:marinespecies.org:taxname:275694,"(Girard, 1854)",accepted,Species,158786,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,larvae
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:248,present,4,Citharichthys stigmaeus,urn:lsid:marinespecies.org:taxname:275696,"Jordan & Gilbert, 1882",accepted,Species,158786,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,larvae
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:249,present,3,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:250,present,6,Gonatidae,urn:lsid:marinespecies.org:taxname:11743,"Hoyle, 1886",accepted,Family,1454593,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,NA,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:251,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:252,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:253,present,1,Microstomus pacificus,urn:lsid:marinespecies.org:taxname:274294,"(Lockington, 1879)",accepted,Species,126118,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,larvae
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:254,present,4,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:255,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:256,present,NA,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,egg
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:257,present,15,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32:trawl:occ:258,present,95,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn33:trawl,IYS:GoA2020_Stn33:trawl:occ:259,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn33:trawl,IYS:GoA2020_Stn33:trawl:occ:260,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn33:trawl,IYS:GoA2020_Stn33:trawl:occ:261,present,1,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:262,present,40,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:263,present,4,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:264,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:265,present,5,Calycopsis,urn:lsid:marinespecies.org:taxname:117028,"Fewkes, 1882",accepted,Genus,231542,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:266,present,193,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:267,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:268,present,2,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:269,present,2,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:270,present,3,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:271,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:272,present,18,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34:trawl:occ:273,present,690,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn35:trawl,IYS:GoA2020_Stn35:trawl:occ:274,present,1,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn35:trawl,IYS:GoA2020_Stn35:trawl:occ:275,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn36:trawl,IYS:GoA2020_Stn36:trawl:occ:276,present,2,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
