measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
GoA2019_Stn8:trawl1:Oncorhynchus keta:2-pr3:Mass,Mass,NA,3.69,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:2-pr4:Mass,Mass,NA,2.06,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:2-pr5:Mass,Mass,NA,0.68,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.991987179,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,38,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,9.919871795,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,624,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,61.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-p:Stomachs examined,Stomachs examined, ,10,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-pr1:Mass,Mass,NA,9.285,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-pr2:Mass,Mass,NA,3.095,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1-pr3:Mass,Mass,NA,49.52,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,1.507847534,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,42.7,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,9.047085202,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,892,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,80.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-p:Stomachs examined,Stomachs examined, ,6,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-pr1:Mass,Mass,NA,2.43,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2-pr2:Mass,Mass,NA,78.27,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,6.41E-04,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,25.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,6.41E-04,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,156,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0.001,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn9:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,0.001,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.118845501,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,42,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.118845501,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,589,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,0.21,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:1-pr2:Mass,Mass,NA,0.49,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,2.188552189,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
