occurrenceID,measurementType,measurementValue,measurementID,measurementUnit,measurementUnitID
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,sergestes_pacificus,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,e_pacifica,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,tarletonbeania_crenularis,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,hyperia_sp,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,clione_limacina,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,th_spinifera,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,themisto_pacifica,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,limacina_helicina,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,primno_macropa,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,th_inspinata,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,coelenterata,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,vanadis_sp,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,sagitta_elegans,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,salpa_aspera,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,cyclosalpa,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,th_longipes,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,cephalopoda,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,phronima_sedentaria,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,oikopleura,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,isopoda,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,clio_pyramidata,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,chormiphora_cucumis,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,symbolophorus_californiensis,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,okutania_anonycha,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,sebastes,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn3:trawl1:Oncorhynchus kisutch,mictostomus_pacificus,NA,GoA2019_Stn3:trawl1:Oncorhynchus kisutch:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,boreoteuthis_borealis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,neocalanus_cristatus,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,pisces,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,tomopteris,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,chuneola_major,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sergestes_pacificus,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,e_pacifica,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,tarletonbeania_crenularis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,hyperia_sp,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,clione_limacina,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_spinifera,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,themisto_pacifica,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,limacina_helicina,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,primno_macropa,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_inspinata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,coelenterata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,vanadis_sp,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sagitta_elegans,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,salpa_aspera,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,cyclosalpa,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_longipes,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,cephalopoda,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,phronima_sedentaria,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,oikopleura,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,isopoda,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,clio_pyramidata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,chormiphora_cucumis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,symbolophorus_californiensis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,okutania_anonycha,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sebastes,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,mictostomus_pacificus,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,boreoteuthis_borealis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,neocalanus_cristatus,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,pisces,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,tomopteris,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,chuneola_major,1.5,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sergestes_pacificus,1.8,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,e_pacifica,0.3,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,tarletonbeania_crenularis,2.4,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,hyperia_sp,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,clione_limacina,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_spinifera,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,themisto_pacifica,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,limacina_helicina,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,primno_macropa,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_inspinata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,coelenterata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,vanadis_sp,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sagitta_elegans,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,salpa_aspera,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,cyclosalpa,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,th_longipes,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,cephalopoda,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,phronima_sedentaria,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,oikopleura,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,isopoda,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,clio_pyramidata,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,chormiphora_cucumis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,symbolophorus_californiensis,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,okutania_anonycha,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,sebastes,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha,mictostomus_pacificus,NA,GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha,boreoteuthis_borealis,NA,GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
