eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,organismQuantity,organismQuantityType,scientificNameAuthorship,taxonomicRank,taxonomicStatus,kingdom,phylum,class,order,family,genus,basisOfRecord,associatedTaxa
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-pr4,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,7,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:2-pr5,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,NA,NA,"(Krøyer, 1848)",Species,accepted,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:2-pr6,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,7,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-pr7,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-pr8,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-pr9,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,NA,NA,"Mertens, 1830",Genus,accepted,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-pr10,present,Isopoda,urn:lsid:marinespecies.org:taxname:1131,NA,NA,"Latreille, 1817",Order,accepted,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,7,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-pr11,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-pr12,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,NA,NA,"Mertens, 1830",Genus,accepted,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-pr13,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:5-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:5-pr14,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:5-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:6-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:6-pr15,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:6-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:6-pr16,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus kisutch:6-p"""
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus gorbuscha:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn34:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus keta:2-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn34:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus keta:2-pr3,present,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,NA,NA,"(Mertens, 1833)",Species,accepted,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn34:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn34:trawl,IYS:GoA2019_Stn34:trawl:Oncorhynchus nerka:3-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn34:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus gorbuscha:1-pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus gorbuscha:1-pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,5,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-pr4,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-pr5,present,Sagitta elegans,urn:lsid:marinespecies.org:taxname:105450,NA,NA,"Verrill, 1873",Species,unaccepted,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:3-pr6,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:3-pr7,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:4-pr8,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:4-pr9,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn35:trawl,IYS:GoA2019_Stn35:trawl:Oncorhynchus keta:5-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-pr1,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,NA,NA,"Latreille, 1823",Genus,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-pr3,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn36:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:3-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn36:trawl,IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:4-pr5,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn36:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn37:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus kisutch:2-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus kisutch:2-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn37:trawl:Oncorhynchus kisutch:2-p"""
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:3-pr3,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:4-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn37:trawl,IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:4-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn37:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn38:trawl,IYS:GoA2019_Stn38:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn38:trawl,IYS:GoA2019_Stn38:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn38:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn38:trawl,IYS:GoA2019_Stn38:trawl:Oncorhynchus keta:1-pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn38:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn39:trawl,IYS:GoA2019_Stn39:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn39:trawl,IYS:GoA2019_Stn39:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn39:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn39:trawl,IYS:GoA2019_Stn39:trawl:Oncorhynchus keta:1-pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn39:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn40:trawl,IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn40:trawl,IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn40:trawl,IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-pr2,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,NA,NA,"Latreille, 1823",Genus,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn40:trawl,IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn40:trawl,IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-pr4,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn40:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,NA,NA,"Nemoto, 1963",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn42:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:Oncorhynchus keta:1-pr2,present,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn42:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
