eventID,scientificName,scientificNameID,organismQuantity,scientificAuthorityName,taxonRank,taxonomicStatus,lifeStage,sex,parentNameUsageID,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus
IYS:GoA2019_Stn1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,6,"Boeck, 1872",Genus,accepted,C4,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo_occ:48,present
IYS:GoA2019_Stn1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,2,"Boeck, 1872",Genus,accepted,C3,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo_occ:49,present
IYS:GoA2019_Stn1,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,1,"Giesbrecht, 1902",Species,accepted,C6,F,104227,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo_occ:50,present
IYS:GoA2019_Stn1,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,1,"Giesbrecht, 1902",Species,accepted,C5,NA,104227,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo_occ:51,present
IYS:GoA2019_Stn1,Racovitzanus,urn:lsid:marinespecies.org:taxname:104227,2,"Giesbrecht, 1902",Genus,accepted,C3,NA,104103,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo_occ:52,present
IYS:GoA2019_Stn1,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,4,"(Brady, 1883)",Species,accepted,C5,NA,104229,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn1:bongo_occ:53,present
IYS:GoA2019_Stn1,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,2,"(Brady, 1883)",Species,accepted,C6,F,104229,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn1:bongo_occ:54,present
IYS:GoA2019_Stn1,Spionidae,urn:lsid:marinespecies.org:taxname:913,1,"Grube, 1850",Family,accepted,larva,NA,909,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,IYS:GoA2019_Stn1:bongo_occ:55,present
IYS:GoA2019_Stn1,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,1,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn1:bongo_occ:56,present
IYS:GoA2019_Stn1,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,15,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn1:bongo_occ:57,present
IYS:GoA2019_Stn1,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,8,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn1:bongo_occ:58,present
IYS:GoA2019_Stn2,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,2,"(O. F. Müller, 1776)",Species,accepted,NA,NA,117212,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn2:bongo_occ:59,present
IYS:GoA2019_Stn2,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,83,NA,Phylum,accepted,NA,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn2:bongo_occ:60,present
IYS:GoA2019_Stn2,Clione limacina,urn:lsid:marinespecies.org:taxname:139178,4,"(Phipps, 1774)",Species,accepted,NA,NA,137793,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,IYS:GoA2019_Stn2:bongo_occ:61,present
IYS:GoA2019_Stn2,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,3,"Bronn, 1862",Family,accepted,NA,NA,719942,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,IYS:GoA2019_Stn2:bongo_occ:62,present
IYS:GoA2019_Stn2,Euaugaptilus nodifrons,urn:lsid:marinespecies.org:taxname:104406,1,"(Sars G.O., 1905)",Species,accepted,C6,F,104139,Animalia,Arthropoda,Hexanauplia,Calanoida,Augaptilidae,Euaugaptilus,IYS:GoA2019_Stn2:bongo_occ:63,present
IYS:GoA2019_Stn2,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,10,"Giesbrecht, 1893",Species,accepted,C5,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo_occ:64,present
IYS:GoA2019_Stn2,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,34,"Giesbrecht, 1893",Species,accepted,C6,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo_occ:65,present
IYS:GoA2019_Stn2,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,4,"Giesbrecht, 1893",Species,accepted,C6,M,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo_occ:66,present
IYS:GoA2019_Stn2,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,177,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn2:bongo_occ:67,present
IYS:GoA2019_Stn2,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,1,"Hansen, 1911",Species,accepted,NA,NA,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS:GoA2019_Stn2:bongo_occ:68,present
IYS:GoA2019_Stn2,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,29,"Lohmann, 1892",Species,accepted,NA,NA,343702,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS:GoA2019_Stn2:bongo_occ:69,present
IYS:GoA2019_Stn2,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,3,"(Esterly, 1913)",Species,accepted,C6,F,196874,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn2:bongo_occ:70,present
IYS:GoA2019_Stn2,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,1,"(Esterly, 1913)",Species,accepted,C5,M,196874,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn2:bongo_occ:71,present
IYS:GoA2019_Stn2,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,223,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn2:bongo_occ:72,present
IYS:GoA2019_Stn2,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,2,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn2:bongo_occ:73,present
IYS:GoA2019_Stn2,Streetsia challengeri,urn:lsid:marinespecies.org:taxname:236592,1,"Stebbing, 1888",Species,accepted,NA,NA,236591,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,IYS:GoA2019_Stn2:bongo_occ:74,present
IYS:GoA2019_Stn2,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,1,"Brandt, 1851",Species,accepted,NA,NA,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn2:bongo_occ:75,present
IYS:GoA2019_Stn2,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,7,"Steenstrup, 1849",Species,accepted,NA,NA,129715,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS:GoA2019_Stn2:bongo_occ:76,present
IYS:GoA2019_Stn2,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,3,"(Lilljeborg, 1853)",Species,alternate representation,C5,NA,104108,Animalia,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,IYS:GoA2019_Stn2:bongo_occ:77,present
IYS:GoA2019_Stn2,Alacia minor,urn:lsid:marinespecies.org:taxname:172451,2,"(McHardy, R.A., 1964)",Species,accepted,NA,NA,127528,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,IYS:GoA2019_Stn2:bongo_occ:78,present
IYS:GoA2019_Stn2,Atlanta,urn:lsid:marinespecies.org:taxname:137687,2,"Lesueur, 1817",Genus,accepted,NA,NA,22990,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,IYS:GoA2019_Stn2:bongo_occ:79,present
IYS:GoA2019_Stn2,Calanus,urn:lsid:marinespecies.org:taxname:104152,6,"Leach, 1816",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn2:bongo_occ:80,present
IYS:GoA2019_Stn2,Calanus,urn:lsid:marinespecies.org:taxname:104152,2,"Leach, 1816",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn2:bongo_occ:81,present
IYS:GoA2019_Stn2,Calanus,urn:lsid:marinespecies.org:taxname:104152,1,"Leach, 1816",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn2:bongo_occ:82,present
IYS:GoA2019_Stn2,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,4,"Giesbrecht, 1888",Species,accepted,C6,F,104193,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Calocalanus,IYS:GoA2019_Stn2:bongo_occ:83,present
IYS:GoA2019_Stn2,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,13,NA,Phylum,accepted,juvenile,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn2:bongo_occ:84,present
IYS:GoA2019_Stn2,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,5,"Frost & Fleminger, 1968",Species,accepted,C6,F,104161,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn2:bongo_occ:85,present
IYS:GoA2019_Stn2,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,8,"Giesbrecht, 1888",Genus,accepted,C5,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn2:bongo_occ:86,present
IYS:GoA2019_Stn2,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,6,"Giesbrecht, 1888",Genus,accepted,C4,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn2:bongo_occ:87,present
IYS:GoA2019_Stn2,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,2,"Giesbrecht, 1888",Genus,accepted,C4,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn2:bongo_occ:88,present
IYS:GoA2019_Stn2,Conchoecia spinirostris,urn:lsid:marinespecies.org:taxname:183092,2,NA,Species,unaccepted,NA,NA,127533,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,IYS:GoA2019_Stn2:bongo_occ:89,present
IYS:GoA2019_Stn2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,1,"Milne Edwards, 1840",Subclass,accepted,nauplius,NA,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,IYS:GoA2019_Stn2:bongo_occ:90,present
IYS:GoA2019_Stn2,Corycaeus anglicus,urn:lsid:marinespecies.org:taxname:149847,2,"Lubbock, 1857",Species,unaccepted,C6,F,128634,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Corycaeidae,Corycaeus,IYS:GoA2019_Stn2:bongo_occ:91,present
IYS:GoA2019_Stn2,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,56,"Giesbrecht, 1888",Species,accepted,C6,F,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn2:bongo_occ:92,present
IYS:GoA2019_Stn2,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,32,"Giesbrecht, 1888",Species,accepted,C5,NA,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn2:bongo_occ:93,present
IYS:GoA2019_Stn2,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,1,"Giesbrecht, 1888",Species,accepted,C6,M,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn2:bongo_occ:94,present
IYS:GoA2019_Stn2,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,2,"Giesbrecht, 1888",Species,accepted,C6,M,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn2:bongo_occ:95,present
IYS:GoA2019_Stn2,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,4,"(Sars, 1866)",Species,accepted,NA,NA,127536,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS:GoA2019_Stn2:bongo_occ:96,present
IYS:GoA2019_Stn2,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,6,"Giesbrecht, 1893",Species,accepted,C4,NA,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo_occ:97,present
