occurrenceID,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,measurementValueID
IYS:GoA2019_Stn53:bongo_occ:3896,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3896:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3896,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3896:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3896,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3896:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3896,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3896:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3896,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3896:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3897,stage,egg,IYS:GoA2019_Stn53:bongo_occ:3897:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1122/
IYS:GoA2019_Stn53:bongo_occ:3897,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3897:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3897,ind_counted,39,IYS:GoA2019_Stn53:bongo_occ:3897:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3897,ind_total,624,IYS:GoA2019_Stn53:bongo_occ:3897:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3897,abund_m3_flow_est,15.48387097,IYS:GoA2019_Stn53:bongo_occ:3897:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3897,abund_m3_depth_est,12.71134651,IYS:GoA2019_Stn53:bongo_occ:3897:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3898,stage,nauplius,IYS:GoA2019_Stn53:bongo_occ:3898:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1130/
IYS:GoA2019_Stn53:bongo_occ:3898,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3898:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3898,ind_counted,2,IYS:GoA2019_Stn53:bongo_occ:3898:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3898,ind_total,32,IYS:GoA2019_Stn53:bongo_occ:3898:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3898,abund_m3_flow_est,0.794044665,IYS:GoA2019_Stn53:bongo_occ:3898:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3898,abund_m3_depth_est,0.6518639234,IYS:GoA2019_Stn53:bongo_occ:3898:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3899,stage,NA,IYS:GoA2019_Stn53:bongo_occ:3899:stage, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3899,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3899:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3899,ind_counted,14,IYS:GoA2019_Stn53:bongo_occ:3899:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3899,ind_total,224,IYS:GoA2019_Stn53:bongo_occ:3899:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3899,abund_m3_flow_est,5.558312655,IYS:GoA2019_Stn53:bongo_occ:3899:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3899,abund_m3_depth_est,4.563047464,IYS:GoA2019_Stn53:bongo_occ:3899:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3900,stage,C2,IYS:GoA2019_Stn53:bongo_occ:3900:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn53:bongo_occ:3900,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3900:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3900,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3900:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3900,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3900:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3900,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3900:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3900,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3900:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3901,stage,C1,IYS:GoA2019_Stn53:bongo_occ:3901:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/
IYS:GoA2019_Stn53:bongo_occ:3901,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3901:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3901,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3901:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3901,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3901:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3901,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3901:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3901,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3901:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3902,stage,NA,IYS:GoA2019_Stn53:bongo_occ:3902:stage, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3902,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3902:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3902,ind_counted,18,IYS:GoA2019_Stn53:bongo_occ:3902:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3902,ind_total,288,IYS:GoA2019_Stn53:bongo_occ:3902:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3902,abund_m3_flow_est,7.146401985,IYS:GoA2019_Stn53:bongo_occ:3902:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3902,abund_m3_depth_est,5.866775311,IYS:GoA2019_Stn53:bongo_occ:3902:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3903,stage,C3,IYS:GoA2019_Stn53:bongo_occ:3903:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn53:bongo_occ:3903,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3903:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3903,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3903:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3903,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3903:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3903,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3903:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3903,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3903:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3904,stage,C5,IYS:GoA2019_Stn53:bongo_occ:3904:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn53:bongo_occ:3904,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3904:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3904,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3904:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3904,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3904:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3904,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3904:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3904,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3904:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3905,stage,C4,IYS:GoA2019_Stn53:bongo_occ:3905:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn53:bongo_occ:3905,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3905:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3905,ind_counted,15,IYS:GoA2019_Stn53:bongo_occ:3905:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3905,ind_total,240,IYS:GoA2019_Stn53:bongo_occ:3905:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3905,abund_m3_flow_est,5.955334988,IYS:GoA2019_Stn53:bongo_occ:3905:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3905,abund_m3_depth_est,4.888979426,IYS:GoA2019_Stn53:bongo_occ:3905:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3906,stage,C5,IYS:GoA2019_Stn53:bongo_occ:3906:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn53:bongo_occ:3906,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3906:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3906,ind_counted,5,IYS:GoA2019_Stn53:bongo_occ:3906:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3906,ind_total,80,IYS:GoA2019_Stn53:bongo_occ:3906:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3906,abund_m3_flow_est,1.985111663,IYS:GoA2019_Stn53:bongo_occ:3906:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3906,abund_m3_depth_est,1.629659809,IYS:GoA2019_Stn53:bongo_occ:3906:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3907,stage,C6,IYS:GoA2019_Stn53:bongo_occ:3907:stage, ,NA,NA, 
IYS:GoA2019_Stn53:bongo_occ:3907,sex,F,IYS:GoA2019_Stn53:bongo_occ:3907:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn53:bongo_occ:3907,ind_counted,3,IYS:GoA2019_Stn53:bongo_occ:3907:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3907,ind_total,48,IYS:GoA2019_Stn53:bongo_occ:3907:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3907,abund_m3_flow_est,1.191066998,IYS:GoA2019_Stn53:bongo_occ:3907:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3907,abund_m3_depth_est,0.9777958851,IYS:GoA2019_Stn53:bongo_occ:3907:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3908,stage,C1,IYS:GoA2019_Stn53:bongo_occ:3908:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/
IYS:GoA2019_Stn53:bongo_occ:3908,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3908:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3908,ind_counted,2,IYS:GoA2019_Stn53:bongo_occ:3908:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3908,ind_total,32,IYS:GoA2019_Stn53:bongo_occ:3908:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3908,abund_m3_flow_est,0.794044665,IYS:GoA2019_Stn53:bongo_occ:3908:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3908,abund_m3_depth_est,0.6518639234,IYS:GoA2019_Stn53:bongo_occ:3908:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3909,stage,C2,IYS:GoA2019_Stn53:bongo_occ:3909:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn53:bongo_occ:3909,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3909:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3909,ind_counted,23,IYS:GoA2019_Stn53:bongo_occ:3909:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3909,ind_total,368,IYS:GoA2019_Stn53:bongo_occ:3909:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3909,abund_m3_flow_est,9.131513648,IYS:GoA2019_Stn53:bongo_occ:3909:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3909,abund_m3_depth_est,7.496435119,IYS:GoA2019_Stn53:bongo_occ:3909:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3910,stage,C3,IYS:GoA2019_Stn53:bongo_occ:3910:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn53:bongo_occ:3910,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3910:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3910,ind_counted,29,IYS:GoA2019_Stn53:bongo_occ:3910:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3910,ind_total,464,IYS:GoA2019_Stn53:bongo_occ:3910:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3910,abund_m3_flow_est,11.51364764,IYS:GoA2019_Stn53:bongo_occ:3910:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3910,abund_m3_depth_est,9.452026889,IYS:GoA2019_Stn53:bongo_occ:3910:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3911,stage,C4,IYS:GoA2019_Stn53:bongo_occ:3911:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn53:bongo_occ:3911,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3911:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3911,ind_counted,1,IYS:GoA2019_Stn53:bongo_occ:3911:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3911,ind_total,16,IYS:GoA2019_Stn53:bongo_occ:3911:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3911,abund_m3_flow_est,0.3970223325,IYS:GoA2019_Stn53:bongo_occ:3911:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3911,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn53:bongo_occ:3911:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3912,stage,C1,IYS:GoA2019_Stn53:bongo_occ:3912:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/
IYS:GoA2019_Stn53:bongo_occ:3912,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3912:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3912,ind_counted,11,IYS:GoA2019_Stn53:bongo_occ:3912:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3912,ind_total,176,IYS:GoA2019_Stn53:bongo_occ:3912:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3912,abund_m3_flow_est,4.367245658,IYS:GoA2019_Stn53:bongo_occ:3912:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3912,abund_m3_depth_est,3.585251579,IYS:GoA2019_Stn53:bongo_occ:3912:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3913,stage,C2,IYS:GoA2019_Stn53:bongo_occ:3913:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn53:bongo_occ:3913,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3913:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3913,ind_counted,26,IYS:GoA2019_Stn53:bongo_occ:3913:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3913,ind_total,416,IYS:GoA2019_Stn53:bongo_occ:3913:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3913,abund_m3_flow_est,10.32258065,IYS:GoA2019_Stn53:bongo_occ:3913:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3913,abund_m3_depth_est,8.474231004,IYS:GoA2019_Stn53:bongo_occ:3913:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3914,stage,C3,IYS:GoA2019_Stn53:bongo_occ:3914:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn53:bongo_occ:3914,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3914:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3914,ind_counted,16,IYS:GoA2019_Stn53:bongo_occ:3914:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3914,ind_total,256,IYS:GoA2019_Stn53:bongo_occ:3914:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3914,abund_m3_flow_est,6.35235732,IYS:GoA2019_Stn53:bongo_occ:3914:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3914,abund_m3_depth_est,5.214911387,IYS:GoA2019_Stn53:bongo_occ:3914:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3915,stage,NA,IYS:GoA2019_Stn53:bongo_occ:3915:stage, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3915,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3915:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3915,ind_counted,16,IYS:GoA2019_Stn53:bongo_occ:3915:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3915,ind_total,256,IYS:GoA2019_Stn53:bongo_occ:3915:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3915,abund_m3_flow_est,6.35235732,IYS:GoA2019_Stn53:bongo_occ:3915:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3915,abund_m3_depth_est,5.214911387,IYS:GoA2019_Stn53:bongo_occ:3915:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3916,stage,C6,IYS:GoA2019_Stn53:bongo_occ:3916:stage, ,NA,NA, 
IYS:GoA2019_Stn53:bongo_occ:3916,sex,F,IYS:GoA2019_Stn53:bongo_occ:3916:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn53:bongo_occ:3916,ind_counted,32,IYS:GoA2019_Stn53:bongo_occ:3916:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3916,ind_total,512,IYS:GoA2019_Stn53:bongo_occ:3916:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3916,abund_m3_flow_est,12.70471464,IYS:GoA2019_Stn53:bongo_occ:3916:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3916,abund_m3_depth_est,10.42982277,IYS:GoA2019_Stn53:bongo_occ:3916:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3917,stage,C6,IYS:GoA2019_Stn53:bongo_occ:3917:stage, ,NA,NA, 
IYS:GoA2019_Stn53:bongo_occ:3917,sex,F,IYS:GoA2019_Stn53:bongo_occ:3917:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn53:bongo_occ:3917,ind_counted,46,IYS:GoA2019_Stn53:bongo_occ:3917:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3917,ind_total,736,IYS:GoA2019_Stn53:bongo_occ:3917:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3917,abund_m3_flow_est,18.2630273,IYS:GoA2019_Stn53:bongo_occ:3917:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3917,abund_m3_depth_est,14.99287024,IYS:GoA2019_Stn53:bongo_occ:3917:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3918,stage,C5,IYS:GoA2019_Stn53:bongo_occ:3918:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn53:bongo_occ:3918,sex,NA,IYS:GoA2019_Stn53:bongo_occ:3918:sex, ,NA,NA,NA
IYS:GoA2019_Stn53:bongo_occ:3918,ind_counted,51,IYS:GoA2019_Stn53:bongo_occ:3918:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3918,ind_total,816,IYS:GoA2019_Stn53:bongo_occ:3918:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn53:bongo_occ:3918,abund_m3_flow_est,20.24813896,IYS:GoA2019_Stn53:bongo_occ:3918:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3918,abund_m3_depth_est,16.62253005,IYS:GoA2019_Stn53:bongo_occ:3918:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn53:bongo_occ:3919,stage,C6,IYS:GoA2019_Stn53:bongo_occ:3919:stage, ,NA,NA, 
IYS:GoA2019_Stn53:bongo_occ:3919,sex,F,IYS:GoA2019_Stn53:bongo_occ:3919:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn53:bongo_occ:3919,ind_counted,3,IYS:GoA2019_Stn53:bongo_occ:3919:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
